WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,DEPARTURE,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,FRIENDLYCASUALTIES_VERBOSE,WEATHER,ALTITUDE,O
597,1918/10/10,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",74,DAY,"1918/10/10 11:07:00",3,,2,"155 MM PENETRATION",220,22,49.395894,5.110568,VILLERS-DEVANT-DUN,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"COVERED THE TOWN COMPLETELY, BABY INCENDIARIES DROPPED SHORT AND EXPLODED IN FIELD","ANTIAIRCRAFT NOT VERY ACTIVE AND INACCURATE.  5 OR 6 FOKKERS AT 1225 NEAR OBJECTIVE WERE DRIVEN AWAY BY OUR FORMATION.","LIGNY, BAR-LE-DUC, MONTFAUCON, VILLERS, BREULLES, VERDUN","ABOUT 40 SPADS MET AND FOLLOWED  FORMATION.  OUR FORMATION COMING OUT MET LIBERTY FORMATION GOING IN TOWARDS OBJECTIVE.  50 CARS WERE SEEN IN THE YARDS OF DUN(?).  FIRES SEEN IN A GROUP OF TOWNS SOUTH OF GRAND PRE, ALSO BEYOND VOUZIERS.",0,,GOOD,13650,OTAG
598,1918/10/10,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",74,DAY,"1918/10/10 11:07:00",3,,475,ROUNDS,11.8085,1.18085,49.395894,5.110568,VILLERS-DEVANT-DUN,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"COVERED THE TOWN COMPLETELY, BABY INCENDIARIES DROPPED SHORT AND EXPLODED IN FIELD","ANTIAIRCRAFT NOT VERY ACTIVE AND INACCURATE.  5 OR 6 FOKKERS AT 1225 NEAR OBJECTIVE WERE DRIVEN AWAY BY OUR FORMATION.","LIGNY, BAR-LE-DUC, MONTFAUCON, VILLERS, BREULLES, VERDUN","ABOUT 40 SPADS MET AND FOLLOWED  FORMATION.  OUR FORMATION COMING OUT MET LIBERTY FORMATION GOING IN TOWARDS OBJECTIVE.  50 CARS WERE SEEN IN THE YARDS OF DUN(?).  FIRES SEEN IN A GROUP OF TOWNS SOUTH OF GRAND PRE, ALSO BEYOND VOUZIERS.",0,,GOOD,13650,OTAG
599,1918/10/10,ARGONNE-MEUSE,USA,USAAS,"20TH AERO SQUADRON","LIBERTY DH 4",74,DAY,"1918/10/10 11:20:00",4,,22,"155 MM DEMOLITION",2420,220,49.395894,5.110568,VILLERS-DEVANT-DUN,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED IN THE CENTER OF VILLERS, DIRECT HITS WERE MADE ON TOWN.","ANTIAIRCRAFT WAS LIGHT AND INACCURATE.  7 FOKKERS ENCOUNTERED AT 12:20 13,000 FT NEAR AINEREVILLE.  EA HAD RED NOSES, BLACK FUSELAGES WITH LIGHT COLORED BELLIES.  ATTACKED AGGRESSIVELY FROM THE REAR.  THE FIGHT LASTED ABOUT 15 MINUTES DURING WHICH TIM EHT","BAR-LE-DUC, CLERMONT,M AND ARGONNE, VILLERS, BANTHEVILLE, MAULAN",NONE,,"2ND LIEUT. SAMUEL C. XXXXX (O) RECEIVED 2 WOUNDS IN THE LEGS 2ND LIEUT CHRISTIAN RECEIVED A TRACER BULLET WOUND IN THE LEG. (BOTH MEN WERE OBSERVERS).  1ST LT PETTEN (P) & 1ST LT WILMER (O) WERE FORCED TO LAND WITH STEAM COMING FROM RADIATOR HEADED INTO G","HAZY OVER OBJECTIVE",13000,OTAG
600,1918/10/10,ARGONNE-MEUSE,USA,USAAS,"20TH AERO SQUADRON","LIBERTY DH 4",74,DAY,"1918/10/10 11:20:00",4,,1500,ROUNDS,36.45,3.313636364,49.395894,5.110568,VILLERS-DEVANT-DUN,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED IN THE CENTER OF VILLERS, DIRECT HITS WERE MADE ON TOWN.","ANTIAIRCRAFT WAS LIGHT AND INACCURATE.  7 FOKKERS ENCOUNTERED AT 12:20 13,000 FT NEAR AINEREVILLE.  EA HAD RED NOSES, BLACK FUSELAGES WITH LIGHT COLORED BELLIES.  ATTACKED AGGRESSIVELY FROM THE REAR.  THE FIGHT LASTED ABOUT 15 MINUTES DURING WHICH TIM EHT","BAR-LE-DUC, CLERMONT,M AND ARGONNE, VILLERS, BANTHEVILLE, MAULAN",NONE,,"2ND LIEUT. SAMUEL C. XXXXX (O) RECEIVED 2 WOUNDS IN THE LEGS 2ND LIEUT CHRISTIAN RECEIVED A TRACER BULLET WOUND IN THE LEG. (BOTH MEN WERE OBSERVERS).  1ST LT PETTEN (P) & 1ST LT WILMER (O) WERE FORCED TO LAND WITH STEAM COMING FROM RADIATOR HEADED INTO G","HAZY OVER OBJECTIVE",13000,OTAG
601,1918/10/10,ARGONNE-MEUSE,USA,USAAS,"11TH AERO SQUADRON",,74,DAY,"1918/10/10 11:25:00",35,,16,"155 MM DEMOLITION",1760,220,49.395894,5.110568,VILLERS-DEVANT-DUN,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED ON VILLERS DEVANT DUN",NONE,"BAR-LE-DUC NORTH TO OBJ AND RETURN.",NONE,0,,FAIR,11500,OTAG
602,1918/10/10,ARGONNE-MEUSE,USA,USAAS,"11TH AERO SQUADRON",,75,DAY,"1918/10/10 14:05:00",4,,20,"155 MM DEMOLITION",2200,200,49.395882,5.006367,BAYONVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED DIRECTLY IN TOWN OF BAYONVILLE","ANTIAIRCRAFT SLIGHT.  PHOSPHOROUS ARCHIE VERY ACTIVE AND ACCURATE.  5 FOKKER D.7 SEEN 15:55 AT 14,000 FT JUST SOUTH OF BAYONVILLE.  TWO ENEMY PLANES WERE SEEN TO GO DOWN IN FLAMES WITH THE SPADS FOLLOWING THEM.",,,0,,POOR,14000,OTAG
603,1918/10/10,,UK,RAF,"NO. 99 SQDN","AIRCO DH9A DAY BOMBER",,DAY,,35,,,,1822,227.75,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
604,1918/10/10,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,5,,,,2724,227,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
605,1918/10/10,,UK,RAF,"NO. 100 SQDN","HADLEY PAGE O/400",,NIGHT,,2,,,,1792,1792,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,8700,OTAG
606,1918/10/10,,UK,RAF,"NO. 115 SQDN","HADLEY PAGE O/400",,NIGHT,,1,,,,0,,49.115461,6.175875,"METZ-SABLON, LONGUYON",FRANCE,RAILWAYS,ROVILLE-AUX-CH_NES,48.382848,6.62454128,,,,,0,,,10000,OTAG
607,1918/10/10,,UK,RAF,"NO. 215 SQDN","HADLEY PAGE O/400",,NIGHT,,14,,,,4084,2042,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,10000,OTAG
608,1918/10/10,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/400",,NIGHT,,14,,,,3136,1568,49.762085,4.726096,"MEZIERES, ROMBACH",SWITZERLAND,"RAILWAYS, FACTORIES",ROVILLE-AUX-CH_NES,48.382848,6.62454128,,,,,0,,,10000,OTAG
609,1918/10/10,,USA,USAAS,"1ST PURSUIT WING","SPAD XIII",,,,,,106,"50 KG",11660,,,,,FRANCE,,LISLE-EN-BARROIS,48.896582,5.125722,,,,,,,,,OTAG
610,1918/10/10,,USA,USAAS,"1ST PURSUIT WING","SPAD XIII",,,,,,54,"20 KG",2376,,,,,FRANCE,,LISLE-EN-BARROIS,48.896582,5.125722,,,,,,,,,OTAG
611,1918/10/10,,USA,USAAS,"1ST PURSUIT WING","SPAD XIII",,,,,,24,"10 KG",528,,,,,FRANCE,,LISLE-EN-BARROIS,48.896582,5.125722,,,,,,,,,OTAG
612,1918/10/10,,FRANCE,GAR,"NIGHT BOMBARDMENT GRP",CAPRONI,,,,5,,,,11497.2,958.1,,,"LONGOYON (2.25 TONS), DOMMARY-BARONCOURT(2.25 TONS), AUDEN-LE-ROMAN (1 TON)",FRANCE,"TRANSPORTATION FACILITIES (RAIL)",VILLENEUVE-LES-VERTUS,48.905278,4.001944,,,,,,,,,OTAG
613,1918/10/11,,FRANCE,GAR,"NIGHT BOMBARDMENT GRP",CAPRONI,,,,36,,,,6635.2,737.2444444,,,"LONGOYON, ETAIN, COMMARY, BARONCOURT, SPINCOURT",FRANCE,,VILLENEUVE-LES-VERTUS,48.905278,4.001944,,,,,,,,,OTAG
614,1918/10/15,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,2,,,,224,224,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
615,1918/10/18,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",75,DAY,"1918/10/18 13:45:00",7,,108,"90 MM",2138.4,152.7428571,49.395882,5.006367,BAYONVILLE,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS RATHER SHORT IN THE TOWN AND OVER","ANTIAIRCRAFT ACTIVE AND ACCURATE.  10 ENEMY AIRCRAFT, APPARENTLY PFALZ SEEN BETWEEN GRAND PRE AND BOUZANCY.  3 ENCOUNTERED IN ONE COMBAT AT 15:35.  RED NOSES, BLACK BODIES, AND WINGS, WHITE TAIL, WHITE ZIG ZAG STRIPES ON FUSELAGE, ENGAGED BY OUR SPADS.  2","LIGNY, CHAMBUT(?)-SUR-ACRID, SOUILLY, MONTFAUCON, BAYONVILLE",NONE,,"3 PLANES NOT RETURNED.  ONE HAD FORCED LANDING AT NOUVILLY.  ONE FORCED LANDINGAT CLERMONT AND THE THIRD AT EVRES.",GOOD,13650,OTAG
616,1918/10/18,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",75,DAY,"1918/10/18 13:45:00",7,,6,"155 MM DEMOLITION",660,47.14285714,49.395882,5.006367,BAYONVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS RATHER SHORT IN THE TOWN AND OVER","ANTIAIRCRAFT ACTIVE AND ACCURATE.  10 ENEMY AIRCRAFT, APPARENTLY PFALZ SEEN BETWEEN GRAND PRE AND BOUZANCY.  3 ENCOUNTERED IN ONE COMBAT AT 15:35.  RED NOSES, BLACK BODIES, AND WINGS, WHITE TAIL, WHITE ZIG ZAG STRIPES ON FUSELAGE, ENGAGED BY OUR SPADS.  2","LIGNY, CHAMBUT(?)-SUR-ACRID, SOUILLY, MONTFAUCON, BAYONVILLE",NONE,,"3 PLANES NOT RETURNED.  ONE HAD FORCED LANDING AT NOUVILLY.  ONE FORCED LANDINGAT CLERMONT AND THE THIRD AT EVRES.",GOOD,13650,OTAG
617,1918/10/18,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",75,DAY,"1918/10/18 13:45:00",7,,2,"155 MM PENETRATION",220,15.71428571,49.395882,5.006367,BAYONVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS RATHER SHORT IN THE TOWN AND OVER","ANTIAIRCRAFT ACTIVE AND ACCURATE.  10 ENEMY AIRCRAFT, APPARENTLY PFALZ SEEN BETWEEN GRAND PRE AND BOUZANCY.  3 ENCOUNTERED IN ONE COMBAT AT 15:35.  RED NOSES, BLACK BODIES, AND WINGS, WHITE TAIL, WHITE ZIG ZAG STRIPES ON FUSELAGE, ENGAGED BY OUR SPADS.  2","LIGNY, CHAMBUT(?)-SUR-ACRID, SOUILLY, MONTFAUCON, BAYONVILLE",NONE,,"3 PLANES NOT RETURNED.  ONE HAD FORCED LANDING AT NOUVILLY.  ONE FORCED LANDINGAT CLERMONT AND THE THIRD AT EVRES.",GOOD,13650,OTAG
618,1918/10/18,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",75,DAY,"1918/10/18 13:45:00",7,,4,"115 MM LONG",176,12.57142857,49.395882,5.006367,BAYONVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS RATHER SHORT IN THE TOWN AND OVER","ANTIAIRCRAFT ACTIVE AND ACCURATE.  10 ENEMY AIRCRAFT, APPARENTLY PFALZ SEEN BETWEEN GRAND PRE AND BOUZANCY.  3 ENCOUNTERED IN ONE COMBAT AT 15:35.  RED NOSES, BLACK BODIES, AND WINGS, WHITE TAIL, WHITE ZIG ZAG STRIPES ON FUSELAGE, ENGAGED BY OUR SPADS.  2","LIGNY, CHAMBUT(?)-SUR-ACRID, SOUILLY, MONTFAUCON, BAYONVILLE",NONE,,"3 PLANES NOT RETURNED.  ONE HAD FORCED LANDING AT NOUVILLY.  ONE FORCED LANDINGAT CLERMONT AND THE THIRD AT EVRES.",GOOD,13650,OTAG
619,1918/10/18,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",75,DAY,"1918/10/18 13:45:00",7,,16,INCENDIARY,0,0,49.395882,5.006367,BAYONVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS RATHER SHORT IN THE TOWN AND OVER","ANTIAIRCRAFT ACTIVE AND ACCURATE.  10 ENEMY AIRCRAFT, APPARENTLY PFALZ SEEN BETWEEN GRAND PRE AND BOUZANCY.  3 ENCOUNTERED IN ONE COMBAT AT 15:35.  RED NOSES, BLACK BODIES, AND WINGS, WHITE TAIL, WHITE ZIG ZAG STRIPES ON FUSELAGE, ENGAGED BY OUR SPADS.  2","LIGNY, CHAMBUT(?)-SUR-ACRID, SOUILLY, MONTFAUCON, BAYONVILLE",NONE,,"3 PLANES NOT RETURNED.  ONE HAD FORCED LANDING AT NOUVILLY.  ONE FORCED LANDINGAT CLERMONT AND THE THIRD AT EVRES.",GOOD,13650,OTAG
620,1918/10/18,ARGONNE-MEUSE,USA,USAAS,"20TH AERO SQUADRON","LIBERTY DH 4",75,DAY,"1918/10/18 14:10:00",4,,16,"155 MM DEMOLITION",1760,160,49.395882,5.006367,BAYONVILLE,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,"BOMBS WERE DROPPED ON NORTHWEST PART OF TOWN; NO BURSTS WERE OBSERVED, VISIBILITY POOR.","ANTIAIRCRAFT WAS LIGHT AND INACCURATE","CLERMONT, TOUILLY, MONTFAUCON, BAYONVILLE, ST. MEMHEULD, MAULAN","NONE, VISIBILITY POOR",0,,"POOR (HAZY OVER OBJECTIVE)",12000,OTAG
621,1918/10/18,ARGONNE-MEUSE,USA,USAAS,"166TH AERO SQUADRON","LIBERTY DH 4",76,DAY,"1918/10/18 14:10:00",1,,12,"155 MM DEMOLITION",1320,,49.426347,4.955855,BUZANCY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,"NONE OBSERVED; VISIBILITY TOO POOR TO OBSERVE THINGS ON THE GROUND","ANTIAIRCRAFT INACCURARTE AND NOT HEAVY.  ENEMY AIRCRAFT SEEMED TO BE WAITING NEAR THE OBJECTIVE.  20 PFALZ AND FOKKERS ENCOUNTERED AT BUZANCY 15:25, 11,000 FT.  BLUE TOP OF UPPER WING AND YELLOW BODY.","SUILLY, MONTIFAUCON, BOIS DE BARRICOURT, BUZANCY",NONE,0,,"VERY POOR",12000,OTAG
622,1918/10/18,ARGONNE-MEUSE,USA,USAAS,"166TH AERO SQUADRON","LIBERTY DH 4",76,DAY,"1918/10/18 14:10:00",1,,1000,ROUNDS,24.86,,49.426347,4.955855,BUZANCY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,"NONE OBSERVED; VISIBILITY TOO POOR TO OBSERVE THINGS ON THE GROUND","ANTIAIRCRAFT INACCURARTE AND NOT HEAVY.  ENEMY AIRCRAFT SEEMED TO BE WAITING NEAR THE OBJECTIVE.  20 PFALZ AND FOKKERS ENCOUNTERED AT BUZANCY 15:25, 11,000 FT.  BLUE TOP OF UPPER WING AND YELLOW BODY.","SUILLY, MONTIFAUCON, BOIS DE BARRICOURT, BUZANCY",NONE,0,,"VERY POOR",12000,OTAG
623,1918/10/18,,UK,RAF,"NO. 99 SQDN","AIRCO DH9A DAY BOMBER",,DAY,,35,,,,1816,227,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
624,1918/10/18,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,6,,,,2942,226.3076923,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
625,1918/10/18,,UK,RAF,"NO. 100 SQDN","HADLEY PAGE O/400",,NIGHT,,2,,,,1792,1792,49.133333,9.983333,SAARBURG,GERMANY,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,8700,OTAG
626,1918/10/18,,USA,USAAS,"1ST PURSUIT WING","SPAD XIII",,,,,,,,1320,,,,,FRANCE,,LISLE-EN-BARROIS,48.896582,5.125722,,,,,,,,,OTAG
627,1918/10/21,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,34,,,,1592,227.4285714,49.356794,6.167606,THIONVILLE,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
628,1918/10/21,,UK,RAF,"NO. 99 SQDN","AIRCO DH9A DAY BOMBER",,DAY,,4,,,,2500,227.2727273,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
629,1918/10/21,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,7,,,,3178,227,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
630,1918/10/21,,UK,RAF,"NO. 110 SQDN","AIRCO DH9A DAY BOMBER",,DAY,,31,,,,1592,318.4,50.1114451,8.6806154,FRANKFURT,GERMANY,"RAILWAYS & FACTORIES",BETTONCOURT,48.35622051,6.1545324,,,,,7,,,10000,OTAG
631,1918/10/21,,UK,RAF,"NO. 97 SQDN","HADLEY PAGE O/400",,NIGHT,,23,,,,5274,1758,49.4446997,7.7690041,KAISERSLAUTERN,GERMANY,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,6500,OTAG
632,1918/10/21,,UK,RAF,"NO. 100 SQDN","HADLEY PAGE O/400",,NIGHT,,23,,,,4989,1663,49.762085,4.726096,"MEZIERES, KAISERSLAUTERN",SWITZERLAND,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,8700,OTAG
633,1918/10/22,,FRANCE,GAR,"NIGHT BOMBARDMENT GRP",CAPRONI,,,,33,,,,5200.8,866.8,,,"LONGOYON, BOUILLESPONT, STENAY",FRANCE,,VILLENEUVE-LES-VERTUS,48.905278,4.001944,,,,,,,,,OTAG
634,1918/10/23,ARGONNE-MEUSE,USA,USAAS,"11TH AERO SQUADRON",,77,DAY,"1918/10/23 08:45:00",35,,16,"155 MM DEMOLITION",1760,220,49.426347,4.955855,BUZANCY,FRANCE,"RAILROAD YARDS","MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED IN SHEDS OF RAILROAD YARDS NORTHWEST OF BUZANCY","MEDIUM PHOSPHOROUS ARCHIES.  6 ENEMY AIRCRAFT - 5 FOKKERS, 1 ALBATROSS ENGAGED AT 10:00 SOUTH OF BUZANCY AT 12,000 FT.  FOKKERS: RED NOSE, GREEN BODY AND WHITE TAIL.  WHITE WINGS, WHITE TAIL; ALBATROSS.  BLACK BODY.","BAR-LE-DUC, CLERMONT, GRANDPRE, OBJ AND RETURN.","AT BRIQUENNAY JUST NORTHEAST OF TOWN TWO DAMS WERE OBSERVED ON RIVER FLOODING COUNTRY FOR ABOUT TWENTY SQUARE MILES.",0,,FAIR,13000,OTAG
635,1918/10/23,ARGONNE-MEUSE,USA,USAAS,"11TH AERO SQUADRON",,77,DAY,"1918/10/23 08:45:00",35,,1800,ROUNDS,44.748,5.5935,49.426347,4.955855,BUZANCY,FRANCE,"RAILROAD YARDS","MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED IN SHEDS OF RAILROAD YARDS NORTHWEST OF BUZANCY","MEDIUM PHOSPHOROUS ARCHIES.  6 ENEMY AIRCRAFT - 5 FOKKERS, 1 ALBATROSS ENGAGED AT 10:00 SOUTH OF BUZANCY AT 12,000 FT.  FOKKERS RED NOSE, GREEN BODY AND WHITE TAIL.  WHITE WINGS, WHITE TAIL ABATROSS.  BLACK BODY.","BAR-LE-DUC, CLERMONT, GRANDPRE, OBJ AND RETURN.","AT BRIQUENNAY JUST NORTHEAST OF TOWN TWO DAMS WERE OBSERVED ON RIVER FLOODING COUNTRY FOR ABOUT TWENTY SQUARE MILES.",0,,FAIR,13000,OTAG
636,1918/10/23,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",78,DAY,"1918/10/23 13:50:00",34,,68,"90 MM",1346.4,192.3428571,49.427085,5.011414,"BOIS DE LA FOLIE",FRANCE,ROAD,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED ALONG THE ROAD IN THE WOODS AT OBJECTIVE","ANTIAIRCRAFT BATTERY NEAR SIVRY-LES-BUSANEY.  12 ENEMY AIRCRAFT SEEN 15:35-15:40, ENCOUNTERED SEVEN, PROBABLY PFALZ IN VICINITY OF BOUSANCY - LANDRES ST GEOURGE AT 3600M.  BLUE BODIES, RED NOSES, WHITE TAILS.","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, OBJECTIVE, AND RETURN","FIRES OBSERVED AT BARR AND HARRICOURT 15:40",,"LTS TEN EYCK AND NEWELL HAD A FORCED LANDING AT CLERMONT AND CLAIM TO HAVE BROUGHT DOWN 2 ENEMY PLANES.",FAIR,13000,OTAG
637,1918/10/23,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",78,DAY,"1918/10/23 13:50:00",34,,2,"155 MM PENETRATION",220,31.42857143,49.427085,5.011414,"BOIS DE LA FOLIE",FRANCE,ROAD,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED ALONG THE ROAD IN THE WOODS AT OBJECTIVE","ANTIAIRCRAFT BATTERY NEAR SIVRY-LES-BUSANEY.  12 ENEMY AIRCRAFT SEEN 15:35-15:40, ENCOUNTERED SEVEN, PROBABLY PFALZ IN VICINITY OF BOUSANCY - LANDRES ST GEOURGE AT 3600M.  BLUE BODIES, RED NOSES, WHITE TAILS.","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, OBJECTIVE, AND RETURN","FIRES OBSERVED AT BARR AND HARRICOURT 15:40",,"LTS TEN EYCK AND NEWELL HAD A FORCED LANDING AT CLERMONT AND CLAIM TO HAVE BROUGHT DOWN 2 ENEMY PLANES.",FAIR,13000,OTAG
638,1918/10/23,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",78,DAY,"1918/10/23 13:50:00",34,,10,"90 MM INCENDIARY",198,28.28571429,49.427085,5.011414,"BOIS DE LA FOLIE",FRANCE,ROAD,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED ALONG THE ROAD IN THE WOODS AT OBJECTIVE","ANTIAIRCRAFT BATTERY NEAR SIVRY-LES-BUSANEY.  12 ENEMY AIRCRAFT SEEN 15:35-15:40, ENCOUNTERED SEVEN, PROBABLY PFALZ IN VICINITY OF BOUSANCY - LANDRES ST GEOURGE AT 3600M.  BLUE BODIES, RED NOSES, WHITE TAILS.","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, OBJECTIVE, AND RETURN","FIRES OBSERVED AT BARR AND HARRICOURT 15:40",,"LTS TEN EYCK AND NEWELL HAD A FORCED LANDING AT CLERMONT AND CLAIM TO HAVE BROUGHT DOWN 2 ENEMY PLANES.",FAIR,13000,OTAG
639,1918/10/23,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",78,DAY,"1918/10/23 13:50:00",34,,4,"115 MM",176,25.14285714,49.427085,5.011414,"BOIS DE LA FOLIE",FRANCE,ROAD,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED ALONG THE ROAD IN THE WOODS AT OBJECTIVE","ANTIAIRCRAFT BATTERY NEAR SIVRY-LES-BUSANEY.  12 ENEMY AIRCRAFT SEEN 15:35-15:40, ENCOUNTERED SEVEN, PROBABLY PFALZ IN VICINITY OF BOUSANCY - LANDRES ST GEOURGE AT 3600M.  BLUE BODIES, RED NOSES, WHITE TAILS.","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, OBJECTIVE, AND RETURN","FIRES OBSERVED AT BARR AND HARRICOURT 15:40",,"LTS TEN EYCK AND NEWELL HAD A FORCED LANDING AT CLERMONT AND CLAIM TO HAVE BROUGHT DOWN 2 ENEMY PLANES.",FAIR,13000,OTAG
640,1918/10/23,ARGONNE-MEUSE,USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",78,DAY,"1918/10/23 13:50:00",34,,2170,ROUNDS,53.9462,7.7066,49.427085,5.011414,"BOIS DE LA FOLIE",FRANCE,ROAD,"MAULAN, FRANCE",48.67381826,5.24807453,"BURSTS OBSERVED ALONG THE ROAD IN THE WOODS AT OBJECTIVE","ANTIAIRCRAFT BATTERY NEAR SIVRY-LES-BUSANEY.  12 ENEMY AIRCRAFT SEEN 15:35-15:40, ENCOUNTERED SEVEN, PROBABLY PFALZ IN VICINITY OF BOUSANCY - LANDRES ST GEOURGE AT 3600M.  BLUE BODIES, RED NOSES, WHITE TAILS.","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, OBJECTIVE, AND RETURN","FIRES OBSERVED AT BARR AND HARRICOURT 15:40",,"LTS TEN EYCK AND NEWELL HAD A FORCED LANDING AT CLERMONT AND CLAIM TO HAVE BROUGHT DOWN 2 ENEMY PLANES.",FAIR,13000,OTAG
